"","scrubbed_species_binomial","Height","Leaf_N","Leaf_P","Seed_mass","SLA","Wood_density","FAMILY_STD","GROWTHFORM_STD","GROWTHFORM_DIV","GROWTHFORM_GEN"
"278","Acacia trachycarpa",NA,NA,NA,13,NA,NA,NA,NA,NA,NA
"279","Acacia trinervata",NA,NA,NA,NA,NA,0.75784,NA,NA,NA,NA
"280","Acacia trineura",NA,NA,NA,6.15,NA,NA,"Fabaceae","Shrub","Shrub","woody"
"281","Acacia triptera",NA,NA,NA,5.01938066666667,NA,NA,NA,NA,NA,NA
"282","Acacia tumida",NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA
"283","Acacia ulicifolia",NA,NA,NA,13.16375,NA,NA,NA,NA,NA,NA
"284","Acacia uncinata",NA,NA,NA,62.5,NA,NA,NA,NA,NA,NA
"285","Acacia venulosa",NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA
"286","Acacia verniciflua",4.2,NA,NA,8.37773166666667,7.15,NA,NA,NA,NA,NA
"287","Acacia vestita",NA,NA,NA,23.1698315714286,NA,NA,"Fabaceae","Tree","Tree","woody"
"288","Acacia victoriae",NA,NA,NA,32.3566,NA,0.692122,NA,NA,NA,NA
"289","Acacia viscidula",NA,NA,NA,7.15,NA,NA,NA,NA,NA,NA
"290","Acacia wattsiana",NA,NA,NA,15.75,NA,NA,NA,NA,NA,NA
"291","Acacia wilhelmiana",2.3,18.9551876,0.715,NA,3.11832281915159,NA,NA,NA,NA,NA
"292","Acacia wrightii",10.9728,NA,NA,63.18,NA,NA,NA,NA,NA,NA
"293","Acacia xiphophylla",NA,NA,NA,NA,NA,1.1371905,NA,NA,NA,NA
"294","Acaciella angustissima",6,NA,NA,4,NA,NA,"Fabaceae","Shrub","Herb_Tree_Shrub","woody"
"295","Acaena novae-zelandiae",0.2,NA,NA,0.06,11.87,NA,"Rosaceae","Herb","Herb","herbaceous"
"296","Acaena ovina",0.57,NA,NA,0.03,17.87,NA,NA,NA,NA,NA
"297","Acalypha caturus",NA,24.1,NA,NA,13.2,0.3,"Euphorbiaceae","Tree","Tree","woody"
"298","Acalypha cuneata",NA,41.2,NA,NA,23.228,NA,NA,NA,NA,NA
"299","Acalypha diversifolia",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Acalypha macrostachya",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Acalypha skutchii",4,26,2.1,4,3.86100386100386e-05,NA,"Euphorbiaceae","Shrub","Tree_Shrub","woody"
"302","Acalypha spiciflora",9.77777777777778,NA,NA,NA,NA,0.71,NA,NA,NA,NA
"303","Acalypha virginica",0.6,NA,NA,0.614,NA,NA,"Euphorbiaceae","Herb","Herb","herbaceous"
"304","Acanthocarpus preissii",NA,14.5941961842105,1.04858766052632,NA,NA,NA,NA,NA,NA,NA
"305","Acanthosyris annonagustata",NA,48.2,NA,NA,18.735,NA,"Santalaceae","Tree","Tree","woody"
"306","Acanthosyris falcata",NA,NA,NA,NA,NA,0.645465,"Santalaceae","Tree","Tree","woody"
"307","Acanthosyris glabrata",NA,NA,NA,NA,NA,0.6,"Santalaceae","Tree","Liana_Shrub_Tree","woody"
"308","Acanthus hirsutus",NA,NA,NA,190.4,NA,NA,"Acanthaceae","Herb","Herb","herbaceous"
"309","Acanthus ilicifolius",NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"310","Acanthus mollis",NA,NA,NA,208,NA,NA,"Acanthaceae","Herb","Herb","herbaceous"
"311","Acca sellowiana",NA,NA,NA,NA,NA,0.75,"Myrtaceae","Tree","Tree","woody"
"312","Acer amplum",NA,NA,NA,NA,NA,0.45,"Sapindaceae","Tree","Tree","woody"
"313","Acer argutum",NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA
"314","Acer buergerianum",NA,NA,NA,11,NA,0.62,NA,NA,NA,NA
"315","Acer caesium",NA,NA,NA,NA,NA,0.49919,"Sapindaceae","Tree","Tree","woody"
"316","Acer campbellii",NA,NA,1.08,228.4,NA,0.49919,"Sapindaceae","Tree","Tree","woody"
"317","Acer campestre",13.1394736842105,19.4,1.9,110.945321529412,12.8478128282563,0.52507,"Sapindaceae","Tree","Tree","woody"
"318","Acer cappadocicum",NA,NA,NA,NA,NA,0.55,"Sapindaceae","Tree","Tree","woody"
"319","Acer carpinifolium",NA,NA,NA,16,NA,NA,"Sapindaceae","Tree","Tree","woody"
"320","Acer circinatum",12.192,NA,NA,72.23505425,NA,NA,"Sapindaceae","Tree","Tree","woody"
"321","Acer cissifolium",NA,NA,NA,24.655,NA,NA,"Sapindaceae","Tree","Tree","woody"
"322","Acer crataegifolium",NA,NA,NA,17.57,NA,NA,NA,NA,NA,NA
"323","Acer davidii",NA,NA,NA,NA,NA,0.457957,"Sapindaceae","Tree","Tree","woody"
"324","Acer diabolicum",NA,NA,NA,39.06,NA,NA,NA,NA,NA,NA
"325","Acer distylum",NA,NA,NA,41.84,NA,NA,NA,NA,NA,NA
"326","Acer glabrum",16.0333333333333,NA,NA,37.55049175,26.8089,NA,NA,NA,NA,NA
"327","Acer japonicum",NA,NA,NA,52.47706575,NA,NA,"Sapindaceae","Tree","Tree","woody"
"328","Acer laurinum",NA,NA,NA,NA,NA,0.598891214285714,"Sapindaceae","Tree","Tree","woody"
"329","Acer macrophyllum",21.72736,26.44,NA,133.1247866,27.383505,0.437333333333333,"Sapindaceae","Tree","Tree","woody"
"330","Acer mandshuricum",NA,NA,NA,NA,NA,0.58524,"Sapindaceae","Tree","Tree","woody"
"331","Acer micranthum",NA,NA,NA,20.28,NA,NA,NA,NA,NA,NA
"332","Acer monspessulanum",11,20.3476,NA,46.08,12.3428571428571,NA,"Sapindaceae","Tree","Tree","woody"
"333","Acer negundo",14.833,21.9533333333333,NA,32.4766038571429,23.5535395946667,0.441333333333333,"Sapindaceae","Tree","Tree","woody"
"334","Acer oblongum",NA,NA,NA,NA,NA,0.60285,"Sapindaceae","Tree","Tree","woody"
"335","Acer opalus",12,32.7,NA,100,16.4858597742857,NA,"Sapindaceae","Tree","Tree","woody"
"336","Acer palmatum",NA,18.7,NA,34.0039228235294,11.1111260925037,0.57,"Sapindaceae","Tree","Tree","woody"
"337","Acer pensylvanicum",23.4696,13.032,2.7,40.1154093333333,24.8384797272358,0.44,"Sapindaceae","Tree","Tree","woody"
"338","Acer pictum",NA,15.4,2.635,72.9419657692308,7.75812293975815,0.631717416666667,"Sapindaceae","Tree","Tree","woody"
"339","Acer platanoides",21.4452888888889,23.6420028571429,2.30281333333333,156.68577025,15.3094840467304,0.51655,"Sapindaceae","Tree","Tree","woody"
"340","Acer pseudoplatanus",16.100989010989,27.1,2.13333333333333,93.3927255384615,14.6957418110658,0.508998,"Sapindaceae","Tree","Tree","woody"
"341","Acer rubrum",36.9942,16.9414722222222,1.115,22.7645646666667,20.5013331845914,0.49,"Sapindaceae","Tree","Herb_Tree","woody"
"342","Acer rufinerve",NA,15.2,NA,26.46,2.71739130434783e-05,0.45,NA,NA,NA,NA
"343","Acer saccharinum",28.1304,24.58453,2.35849,216.765355142857,29.7,0.44,"Sapindaceae","Tree","Tree","woody"
"344","Acer saccharum",26.41952,15.77225,1.4,59.341289625,24.9076345052437,0.546666666666667,"Sapindaceae","Tree","Tree","woody"
"345","Acer sieboldianum",NA,NA,NA,65.57,NA,NA,NA,NA,NA,NA
"346","Acer spicatum",18.288,21.6,1.9,20.3649703333333,3.26797385620915e-05,0.55,NA,NA,NA,NA
"347","Acer sterculiaceum",NA,NA,NA,NA,NA,0.353005,NA,NA,NA,NA
"348","Acer tataricum",NA,22.285,2.98,31.3824841333333,25,NA,NA,NA,NA,NA
"349","Acer truncatum",NA,NA,NA,87,NA,0.59,"Sapindaceae","Tree","Tree","woody"
"350","Acer tschonoskii",NA,NA,NA,18.02,NA,NA,NA,NA,NA,NA
"351","Aceratium concinnum",NA,NA,NA,NA,NA,0.61996,"Elaeocarpaceae","Tree","Tree","woody"
"352","Aceratium doggrellii",NA,NA,NA,NA,NA,0.525105,NA,NA,NA,NA
"353","Aceratium megalospermum",NA,NA,NA,NA,NA,0.5380625,NA,NA,NA,NA
"354","Aceratium sericeum",NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA
"355","Achatocarpus gracilis",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Achillea alpina",NA,NA,NA,0.23,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"357","Achillea arabica",NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA
"358","Achillea atrata",0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Achillea clavennae",0.115,NA,NA,NA,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"360","Achillea collina",0.57,NA,NA,NA,19.338,NA,NA,NA,NA,NA
"361","Achillea erba-rotta",NA,NA,NA,NA,22.22,NA,NA,NA,NA,NA
"362","Achillea filipendulina",NA,NA,NA,0.115,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"363","Achillea maritima",NA,NA,NA,15,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"364","Achillea millefolium",0.1296926166675,22.9801643833333,NA,0.186194810810811,14.6539162086375,NA,"Asteraceae","Herb","Shrub_Herb","herbaceous"
"365","Achillea nobilis",0.4,NA,NA,NA,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"366","Achillea ptarmica",0.775,NA,NA,0.22,17.2996781732727,NA,"Asteraceae","Herb","Herb","herbaceous"
"367","Achillea roseo-alba",0.432857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Achillea seidlii",0.45,NA,NA,NA,8.091,NA,NA,NA,NA,NA
"369","Achillea tenuifolia",NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA
"370","Achlys triphylla",NA,NA,NA,5.43,NA,NA,"Berberidaceae","Herb","Herb","herbaceous"
"371","Achnatherum lemmonii",NA,NA,NA,4.38,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"372","Achnatherum occidentale",NA,NA,NA,1.83,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"373","Achyrachaena mollis",NA,NA,NA,3.741,0.248359622,NA,"Asteraceae","Herb","Herb","herbaceous"
"374","Achyranthes aspera",NA,NA,NA,3.210741,NA,NA,"Amaranthaceae","Herb","Shrub_Herb","herbaceous"
"375","Achyranthes bidentata",NA,NA,NA,2.03,NA,NA,"Amaranthaceae","Herb","Herb","herbaceous"
"376","Acidoton nicaraguensis",NA,28.4,NA,NA,33.751,NA,"Euphorbiaceae","Shrub","Vine_Tree_Shrub","woody"
"377","Acinos alpinus",0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Acioa edulis",NA,NA,NA,NA,NA,0.82,"Chrysobalanaceae","Tree","Tree","woody"
"379","Acioa guianensis",NA,NA,NA,NA,NA,0.86,"Chrysobalanaceae","Tree","Tree","woody"
"380","Aciphylla aurea",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA
"381","Aciphylla glacialis",NA,NA,NA,3.225,NA,NA,NA,NA,NA,NA
"382","Acmanthera latifolia",NA,NA,NA,NA,NA,0.69,"Malpighiaceae","Tree","Tree","woody"
"383","Acmispon americanus",NA,NA,NA,4.76,NA,NA,"Fabaceae","Herb","Herb","herbaceous"
"384","Acmispon brachycarpus",0.127,NA,NA,2.61,6.7164477365,NA,"Fabaceae","Herb","Herb","herbaceous"
"385","Acmispon denticulatus",NA,NA,NA,6.05,NA,NA,"Fabaceae","Herb","Herb","herbaceous"
"386","Acmispon maritimus",NA,NA,NA,1.12825,NA,NA,"Fabaceae","Herb","Herb","herbaceous"
"387","Acmispon parviflorus",NA,NA,NA,2.16044766666667,NA,NA,"Fabaceae","Herb","Herb","herbaceous"
"388","Acmispon subpinnatus",NA,NA,NA,2.07,NA,NA,NA,NA,NA,NA
"389","Acmispon wrangelianus",NA,NA,NA,2.06633333333333,NA,NA,"Fabaceae","Herb","Herb","herbaceous"
"390","Acoelorrhaphe wrightii",10.0584,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Acokanthera oppositifolia",NA,NA,NA,NA,NA,0.783755,"Apocynaceae","Shrub","Shrub","woody"
"392","Aconitum columbianum",NA,33.1265,2.7346525,1.94,NA,NA,"Ranunculaceae","Herb","Herb","herbaceous"
"393","Aconitum gymnandrum",NA,31.6,NA,NA,16.66666667,NA,"Ranunculaceae","Herb","Herb","herbaceous"
"394","Aconitum lycoctonum",NA,NA,NA,NA,25.426,NA,NA,NA,NA,NA
"395","Aconitum napellus",0.753125,NA,NA,3.66666666666667,20.089,NA,"Ranunculaceae","Herb","Herb","herbaceous"
"396","Aconitum variegatum",1.05,NA,NA,NA,NA,NA,"Ranunculaceae","Herb","Herb","herbaceous"
"397","Acorus calamus",0.9,NA,NA,3.72,22.5,NA,"Acoraceae","Herb","Herb","herbaceous"
"398","Acosmium dasycarpum",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
"399","Acosmium nitens",NA,NA,NA,NA,NA,0.795593333333333,NA,NA,NA,NA
"400","Acosmium panamense",NA,36.277,0.84494,NA,NA,0.805,"Fabaceae","Tree","Tree","woody"
"401","Acosmium praeclarum",NA,NA,NA,NA,NA,0.680095,"Fabaceae","Tree","Tree","woody"
"402","Acradenia euodiiformis",12.19,NA,NA,NA,NA,0.7707975,NA,NA,NA,NA
"403","Acradenia frankliniae",NA,NA,NA,NA,NA,0.6278336665,NA,NA,NA,NA
"404","Acrocarpus fraxinifolius",17.75,NA,NA,32.5,NA,0.591563625,"Fabaceae","Tree","Tree","woody"
"405","Acronychia acidula",NA,NA,NA,NA,NA,0.55102,NA,NA,NA,NA
"406","Acronychia acronychioides",NA,NA,NA,NA,NA,0.5380625,NA,NA,NA,NA
"407","Acronychia laevis",NA,NA,NA,NA,NA,0.53707266675,NA,NA,NA,NA
"408","Acronychia oblongifolia",15.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Acronychia octandra",NA,NA,NA,NA,NA,0.55102,NA,NA,NA,NA
"410","Acronychia pedunculata",9.5,NA,NA,NA,NA,0.458685,"Rutaceae","Tree","Tree","woody"
"411","Acronychia porteri",NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA
"412","Acronychia pubescens",15.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Acronychia pullei",NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA
"414","Acronychia suberosa",27.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Acronychia tetrandra",NA,NA,NA,NA,NA,0.7189675,NA,NA,NA,NA
"416","Acronychia trifoliolata",NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA
"417","Acronychia vestita",NA,NA,NA,NA,NA,0.5374265555,NA,NA,NA,NA
"418","Acronychia wilcoxiana",NA,NA,NA,NA,NA,0.55102,NA,NA,NA,NA
"419","Acropogon schumanniana",NA,18.12,NA,NA,15.1225,0.443,NA,NA,NA,NA
"420","Acrotriche prostrata",0.15,NA,NA,NA,12.87,NA,NA,NA,NA,NA
"421","Acrotriche serrulata",0.38,NA,NA,6.6,6.49,NA,NA,NA,NA,NA
"422","Acsmithia pulleana",NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA
"423","Actaea rubra",1,NA,NA,9.897375,NA,NA,"Ranunculaceae","Herb","Herb","herbaceous"
"424","Actaea spicata",0.421875,NA,NA,6.54875,38.885,NA,"Ranunculaceae","Herb","Herb","herbaceous"
"425","Actephila mearsii",NA,NA,NA,NA,NA,0.65418,NA,NA,NA,NA
"426","Actinidia arguta",NA,NA,NA,1.695,NA,NA,"Actinidiaceae","Vine","Vine","herbaceous"
"427","Actinidia chinensis",NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA
"428","Actinodaphne glomerata",NA,NA,NA,NA,NA,0.41,"Lauraceae","Tree","Tree","woody"
"429","Actinodaphne macrophylla",NA,NA,NA,NA,NA,0.59,"Lauraceae","Tree","Tree","woody"
"430","Actinostemon lasiocarpus",NA,NA,NA,NA,NA,0.907,NA,NA,NA,NA
"431","Adansonia digitata",NA,NA,NA,494.833333333333,NA,0.27576,"Malvaceae","Tree","Tree","woody"
"432","Adelia oaxacana",NA,NA,NA,NA,NA,0.87,"Euphorbiaceae","Tree","Shrub_Tree","woody"
"433","Adelia triloba",13,30.656,1.50183,15.6265,NA,0.54318,NA,NA,NA,NA
"434","Adelobotrys adscendens",NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA
"435","Adenanthera aglaosperma",NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA
"436","Adenanthera microsperma",NA,NA,NA,49.5,NA,0.685,NA,NA,NA,NA
"437","Adenanthera pavonina",NA,NA,NA,174.671428571429,NA,0.686978055555556,"Fabaceae","Tree","Shrub_Tree","woody"
"438","Adenanthos cygnorum",NA,7.88,NA,NA,4.29989126,NA,NA,NA,NA,NA
"439","Adenocalymma cladotrichum",NA,27.3,NA,NA,14.569,NA,"Bignoniaceae","Tree","Liana_Shrub_Tree","woody"
"440","Adenocalymma tanaeciicarpum",NA,22.3,NA,NA,9.09,NA,"Bignoniaceae","Tree","Tree","woody"
"441","Adenocarpus complicatus",NA,NA,NA,6.275,NA,NA,"Fabaceae","Shrub","Shrub","woody"
"442","Adenocarpus hispanicus",NA,NA,NA,33.28,NA,NA,NA,NA,NA,NA
"443","Adenocarpus telonensis",NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"444","Adenocaulon bicolor",1,NA,NA,5.4833402,0.38853094,NA,"Asteraceae","Herb","Herb","herbaceous"
"445","Adenolinum lewisii",NA,49.7,3.388425,NA,NA,NA,NA,NA,NA,NA
"446","Adenophora liliifolia",0.45,NA,NA,0.2,NA,NA,"Campanulaceae","Herb","Herb","herbaceous"
"447","Adenophora potaninii",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA
"448","Adenophora remotiflora",NA,NA,NA,0.37,NA,NA,"Campanulaceae","Herb","Herb","herbaceous"
"449","Adenophora stenanthina",NA,28.48,1.53,NA,14.227353197,NA,"Campanulaceae","Herb","Herb","herbaceous"
"450","Adenophora triphylla",NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA
"451","Adenostoma fasciculatum",3.75,12.95633125,1.1843459,0.815666666666667,4.29273907124418,0.750333333333333,"Rosaceae","Tree","Shrub_Tree","woody"
"452","Adenostoma sparsifolium",7.0104,NA,NA,0.095,6.59116666666667,NA,"Rosaceae","Shrub","Shrub","woody"
"453","Adenostyles alliariae",0.7,NA,NA,NA,24.769,NA,NA,NA,NA,NA
"454","Adenostyles alpina",0.5,NA,NA,NA,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"455","Adesmia spinosissima",NA,20.12337075,0.88861,NA,NA,NA,"Fabaceae","Shrub","Shrub","woody"
"456","Adiantum capillus-veneris",NA,NA,0.36,NA,NA,NA,"Pteridaceae","Herb","Aquatic_Herb","herbaceous"
"457","Adiantum caudatum",NA,NA,0.52,NA,NA,NA,"Pteridaceae","Herb","Herb","herbaceous"
"458","Adiantum flabellulatum",NA,10.375,0.685,NA,NA,NA,NA,NA,NA,NA
"459","Adiantum pedatum",NA,30.3149,NA,NA,39.37,NA,"Pteridaceae","Herb","Herb","herbaceous"
"460","Adina pilulifera",NA,NA,NA,NA,NA,0.9007175,"Rubiaceae","Shrub","Shrub","woody"
"461","Adinandra bockiana",NA,NA,NA,NA,NA,0.6338825,NA,NA,NA,NA
"462","Adinandra collina",NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA
"463","Adinandra dumosa",NA,NA,NA,NA,9.1,0.54,NA,NA,NA,NA
"464","Adinandra forbesii",NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA
"465","Adinandra hainanensis",NA,11.35,0.835,NA,NA,0.47,"Pentaphylacaceae","Tree","Tree","woody"
"466","Adinandra millettii",NA,NA,0.21,NA,NA,0.44,"Pentaphylacaceae","Shrub","Shrub","woody"
"467","Adiscanthus fusciflorus",NA,NA,NA,NA,NA,0.82,"Rutaceae","Shrub","Tree_Shrub","woody"
"468","Adolphia californica",NA,NA,NA,NA,7.9175,NA,"Rhamnaceae","Shrub","Shrub","woody"
"469","Adonidia merrillii",NA,NA,NA,2611.25,NA,NA,NA,NA,NA,NA
"470","Adonis aestivalis",0.325,NA,NA,8.45,42.07,NA,"Ranunculaceae","Herb","Herb","herbaceous"
"471","Adonis annua",0.19,NA,NA,11,NA,NA,"Ranunculaceae","Herb","Herb","herbaceous"
"472","Adonis flammea",0.325,NA,NA,2.5,NA,NA,"Ranunculaceae","Herb","Herb","herbaceous"
"473","Adonis vernalis",0.225,NA,NA,NA,15.471811175,NA,"Ranunculaceae","Herb","Herb","herbaceous"
"474","Adoxa moschatellina",0.0725,NA,NA,95.315,38.45,NA,"Adoxaceae","Herb","Herb","herbaceous"
"475","Aegialitis annulata",NA,NA,NA,221.986459,NA,NA,NA,NA,NA,NA
"476","Aegiceras corniculatum",NA,14.6825,1.54,NA,7.381,0.51,"Primulaceae","Tree","Tree","woody"
"477","Aegilops caudata",NA,NA,NA,6.46,NA,NA,NA,NA,NA,NA
"478","Aegilops comosa",NA,NA,NA,6.57,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"479","Aegilops crassa",NA,NA,NA,17.31,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"480","Aegilops cylindrica",NA,NA,NA,19.5833333333333,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"481","Aegilops geniculata",0.086,25.08895,NA,17.93,23.6111111111111,NA,"Poaceae","Herb","Herb","herbaceous"
"482","Aegilops kotschyi",NA,NA,NA,11.79,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"483","Aegilops longissima",NA,NA,NA,8.1,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"484","Aegilops lorentii",NA,NA,NA,14.21,NA,NA,NA,NA,NA,NA
"485","Aegilops mutica",NA,NA,NA,3.83333333333333,NA,NA,NA,NA,NA,NA
"486","Aegilops neglecta",NA,NA,NA,15.47,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"487","Aegilops peregrina",NA,NA,NA,15.88,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"488","Aegilops searsii",NA,NA,NA,5.89,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"489","Aegilops speltoides",NA,NA,NA,6.51,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"490","Aegilops tauschii",NA,NA,NA,11.07,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"491","Aegilops triuncialis",NA,39.9043241666667,NA,8.495,35.4512663138574,NA,"Poaceae","Herb","Herb","herbaceous"
"492","Aegilops umbellulata",NA,NA,NA,12.34,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"493","Aegilops vavilovii",NA,NA,NA,15.87,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"494","Aegilops ventricosa",NA,NA,NA,18.6,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"495","Aegiphila bogotensis",NA,NA,NA,NA,10.3340333333333,0.425,"Lamiaceae","Tree","Tree","woody"
"496","Aegiphila cordifolia",NA,34.9,NA,NA,26.907,NA,"Lamiaceae","Shrub","Liana_Shrub","woody"
"497","Aegiphila costaricensis",6,16,2.1,NA,2.32018561484919e-05,NA,NA,NA,NA,NA
"498","Aegiphila haughtii",NA,33.8,NA,NA,35.259,NA,NA,NA,NA,NA
"499","Aegiphila integrifolia",NA,33.5,NA,NA,41.471,0.86,NA,NA,NA,NA
"500","Aegiphila intermedia",NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA
"501","Aegiphila klotzkiana",NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA
"502","Aegiphila lhotzkiana",NA,26.7,NA,NA,8.333,NA,NA,NA,NA,NA
"503","Aegiphila monstrosa",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Aegiphila panamensis",12,NA,NA,9.575,NA,NA,NA,NA,NA,NA
"505","Aegle marmelos",NA,NA,NA,131.58,NA,0.825614,"Rutaceae","Tree","Tree","woody"
"506","Aegopodium alpestre",NA,NA,NA,NA,20.60727811,NA,"Apiaceae","Herb","Herb","herbaceous"
"507","Aegopodium podagraria",0.578125,NA,NA,2.3615,27.8824242421053,NA,"Apiaceae","Herb","Herb","herbaceous"
"508","Aeluropus littoralis",NA,14.55,1.72692307692308,0.1,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"509","Aeschynomene americana",NA,NA,NA,3.847,NA,NA,"Fabaceae","Herb","Shrub_Herb","herbaceous"
"510","Aeschynomene amorphoides",7,NA,NA,5.65,NA,NA,NA,NA,NA,NA
"511","Aeschynomene falcata",NA,NA,NA,2.7,NA,NA,"Fabaceae","Herb","Liana_Herb","herbaceous"
"512","Aeschynomene indica",NA,NA,NA,7.5,NA,NA,"Fabaceae","Herb","Herb","herbaceous"
"513","Aeschynomene pratensis",NA,NA,NA,8.21,NA,NA,NA,NA,NA,NA
"514","Aeschynomene rudis",NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA
"515","Aeschynomene scabra",NA,NA,NA,6.1,NA,NA,"Fabaceae","Herb","Shrub_Herb","herbaceous"
"516","Aesculus californica",14.3628,22.5077580233333,2.31823824,36965.275688,16.09494224,0.483,"Sapindaceae","Tree","Tree","woody"
"517","Aesculus chinensis",NA,NA,NA,NA,NA,0.6,"Sapindaceae","Tree","Tree","woody"
"518","Aesculus flava",41.4528,NA,NA,13998.4365,NA,0.33849575,"Sapindaceae","Tree","Tree","woody"
"519","Aesculus glabra",27.1272,NA,NA,9037.6102006,NA,NA,"Sapindaceae","Tree","Tree","woody"
"520","Aesculus hippocastanum",23.8,24,1.6,13737.6212314286,10.960002739726,0.5,"Sapindaceae","Tree","Tree","woody"
"521","Aesculus indica",NA,NA,NA,23993.5,NA,0.46497,"Sapindaceae","Tree","Tree","woody"
"522","Aesculus parviflora",4.2672,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Aesculus pavia",18.5928,NA,NA,6031.3319616,NA,NA,NA,NA,NA,NA
"524","Aesculus sylvatica",8.2296,NA,NA,11345.856925,NA,NA,"Sapindaceae","Tree","Tree","woody"
"525","Aesculus turbinata",NA,NA,NA,8869.02358421429,NA,0.45,"Sapindaceae","Tree","Tree","woody"
"526","Aethionema saxatile",0.1,NA,NA,NA,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"527","Aethusa cynapium",0.490625,NA,NA,1.35,33.31,NA,"Apiaceae","Herb","Herb","herbaceous"
"528","Aextoxicon punctatum",NA,9.8,NA,NA,7.4,NA,"Aextoxicaceae","Tree","Tree","woody"
"529","Afrocanthium lactescens",NA,NA,NA,NA,NA,0.714815,"Rubiaceae","Tree","Tree","woody"
"530","Afrocarpus falcatus",NA,NA,NA,425,NA,NA,"Podocarpaceae","Tree","Tree","woody"
"531","Afrocarpus gracilior",NA,NA,NA,NA,NA,0.5,"Podocarpaceae","Tree","Tree","woody"
"532","Afrostyrax lepidophyllus",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Afzelia bella",40,NA,NA,NA,NA,0.64815526,NA,NA,NA,NA
"534","Afzelia bipindensis",NA,NA,NA,NA,NA,0.72357892584,"Fabaceae","Tree","Tree","woody"
"535","Afzelia javanica",NA,NA,NA,NA,NA,0.61,"Fabaceae","Tree","Tree","woody"
"536","Afzelia pachyloba",NA,NA,NA,NA,NA,0.683326979888889,"Fabaceae","Tree","Tree","woody"
"537","Afzelia quanzensis",NA,NA,NA,NA,NA,0.715945625,NA,NA,NA,NA
"538","Agalinis tenuifolia",0.6,NA,NA,NA,NA,NA,"Orobanchaceae","Herb","Herb","herbaceous"
"539","Agapanthus africanus",NA,NA,NA,6.8,NA,NA,"Amaryllidaceae","Herb","Herb","herbaceous"
